Candidate_ID,Job_Role,Source,Application_Date,Screening_Status,Technical_Interview,HR_Interview,Offer_Status,Offer_Accepted,Time_to_Hire_Days,CTC_Offered_LPA
5640,Software Engineer,LinkedIn,2024-08-27,Rejected,Passed,Passed,Offered,No,37,14.21
5641,Data Analyst,Referral,2024-02-06,Passed,Not Attended,Pending,Not Offered,Pending,36,14.46
5642,Software Engineer,Campus,2024-08-19,Passed,Rejected,Rejected,Not Offered,Pending,9,16.64
5643,Data Analyst,Referral,2024-07-31,Passed,Passed,Rejected,Not Offered,Pending,27,13.34
5644,Data Scientist,Campus,2024-07-11,Passed,Not Attended,Rejected,Not Offered,No,28,17.89
5645,Data Analyst,Naukri,2024-02-29,Passed,Rejected,Pending,Not Offered,Pending,50,10.27
5646,Data Scientist,Campus,2024-07-07,Passed,Not Attended,Pending,Not Offered,No,6,19.55
5647,Data Scientist,Company Website,2024-09-23,Rejected,Passed,Passed,Not Offered,No,34,3.57
5648,Data Analyst,LinkedIn,2024-05-05,Passed,Rejected,Passed,Not Offered,Pending,14,5.28
5649,Business Analyst,Campus,2024-07-21,Passed,Rejected,Passed,Offered,No,5,4.42
5650,Data Analyst,Referral,2024-11-17,Passed,Passed,Pending,Not Offered,Pending,17,10.45
5651,HR Executive,Referral,2024-02-01,Passed,Passed,Rejected,Not Offered,No,40,12.99
5652,HR Executive,Campus,2024-11-07,Rejected,Passed,Pending,Not Offered,No,7,10.52
5653,Business Analyst,Company Website,2024-09-17,Passed,Rejected,Pending,Not Offered,Yes,48,6.57
5654,Data Scientist,Campus,2024-12-11,Passed,Passed,Rejected,Not Offered,Pending,48,6.94
5655,Business Analyst,Naukri,2024-04-03,Rejected,Passed,Passed,Offered,No,20,16.72
5656,HR Executive,Company Website,2024-11-23,Rejected,Passed,Passed,Offered,Yes,18,3.91
5657,Business Analyst,Campus,2024-04-09,Rejected,Passed,Passed,Not Offered,Yes,44,19.86
5658,Data Analyst,LinkedIn,2024-10-11,Rejected,Not Attended,Pending,Not Offered,No,58,15.25
5659,Business Analyst,Company Website,2024-11-10,Passed,Passed,Passed,Offered,No,49,18.66
5660,Data Scientist,Campus,2024-01-25,Passed,Rejected,Rejected,Not Offered,Yes,52,6.11
5661,Data Analyst,LinkedIn,2024-12-18,Passed,Passed,Passed,Offered,Yes,51,12.51
5662,Software Engineer,Campus,2024-12-22,Passed,Passed,Passed,Not Offered,Yes,50,11.99
5663,HR Executive,Naukri,2024-04-26,Passed,Not Attended,Passed,Not Offered,Pending,9,13.55
5664,HR Executive,Referral,2024-07-17,Rejected,Not Attended,Rejected,Not Offered,No,29,16.22
5665,Business Analyst,Campus,2024-10-05,Passed,Passed,Passed,Not Offered,No,42,15.13
5666,Data Analyst,Company Website,2024-03-10,Rejected,Passed,Rejected,Not Offered,Yes,58,9.68
5667,Software Engineer,Campus,2024-11-30,Passed,Passed,Rejected,Not Offered,Pending,33,17.78
5668,Data Analyst,Campus,2024-03-19,Passed,Passed,Pending,Not Offered,No,21,3.24
5669,HR Executive,Campus,2024-12-19,Passed,Rejected,Pending,Not Offered,Pending,13,7.31
5670,Data Analyst,Campus,2024-01-14,Passed,Passed,Rejected,Offered,Pending,22,11.83
5671,Software Engineer,Company Website,2024-01-29,Passed,Rejected,Pending,Not Offered,Pending,16,17.61
5672,Business Analyst,Company Website,2024-05-23,Passed,Rejected,Passed,Not Offered,Pending,49,9.78
5673,Data Scientist,Campus,2024-12-08,Passed,Passed,Rejected,Not Offered,No,53,16.19
5674,Data Analyst,Referral,2024-01-10,Rejected,Rejected,Rejected,Not Offered,Yes,43,7.51
5675,Data Scientist,Campus,2024-02-16,Passed,Not Attended,Passed,Offered,Yes,32,19.48
5676,HR Executive,Company Website,2024-09-16,Passed,Rejected,Pending,Not Offered,Pending,57,3.26
5677,Business Analyst,Naukri,2024-01-12,Passed,Not Attended,Passed,Not Offered,No,58,6.01
5678,Business Analyst,Campus,2024-10-24,Passed,Rejected,Passed,Not Offered,Pending,36,3.37
5679,Data Analyst,Campus,2024-08-13,Rejected,Rejected,Passed,Offered,No,24,3.29
5680,Business Analyst,Campus,2024-09-16,Rejected,Not Attended,Pending,Not Offered,Pending,44,18.4
5681,Data Analyst,Campus,2024-03-24,Rejected,Rejected,Passed,Not Offered,Pending,59,7.69
5682,Data Analyst,LinkedIn,2024-12-13,Passed,Rejected,Passed,Not Offered,Yes,5,6.98
5683,Data Scientist,Campus,2024-12-13,Passed,Passed,Pending,Not Offered,Pending,16,7.54
5684,Business Analyst,Company Website,2024-01-06,Rejected,Not Attended,Passed,Not Offered,No,26,16.65
5685,Data Analyst,Company Website,2024-09-03,Rejected,Passed,Pending,Not Offered,Pending,55,8.3
5686,Data Scientist,LinkedIn,2024-02-04,Rejected,Passed,Pending,Not Offered,Pending,12,13.08
5687,Software Engineer,Campus,2024-06-23,Rejected,Rejected,Rejected,Not Offered,Pending,16,17.59
5688,Data Scientist,Referral,2024-03-05,Passed,Rejected,Rejected,Not Offered,Yes,42,8.42
5689,Data Scientist,Campus,2024-05-26,Passed,Rejected,Pending,Not Offered,Yes,58,5.48
5690,Data Analyst,Company Website,2024-02-26,Rejected,Rejected,Rejected,Offered,Pending,57,4.15
5691,HR Executive,Naukri,2024-07-11,Rejected,Passed,Passed,Offered,Pending,28,12.58
5692,HR Executive,Naukri,2024-01-13,Rejected,Not Attended,Pending,Not Offered,Yes,42,13.3
5693,HR Executive,Referral,2024-01-18,Passed,Rejected,Passed,Offered,Pending,43,17.81
5694,Data Scientist,Campus,2024-09-02,Passed,Not Attended,Passed,Not Offered,Yes,45,11.05
5695,Data Analyst,LinkedIn,2024-06-11,Passed,Passed,Pending,Not Offered,Pending,32,17.74
5696,Business Analyst,Campus,2024-12-08,Passed,Rejected,Passed,Not Offered,Pending,16,11.75
5697,Data Scientist,Referral,2024-04-23,Passed,Rejected,Pending,Not Offered,Pending,35,13.03
5698,Data Scientist,Referral,2024-10-08,Rejected,Passed,Rejected,Offered,Yes,42,12.14
5699,Data Analyst,Referral,2024-08-20,Passed,Not Attended,Pending,Offered,Pending,42,8.11
5700,Software Engineer,Naukri,2024-06-14,Passed,Passed,Passed,Offered,No,32,17.34
5701,Data Scientist,Campus,2024-11-17,Passed,Rejected,Rejected,Not Offered,No,13,18.03
5702,Software Engineer,Campus,2024-01-26,Passed,Rejected,Passed,Not Offered,Yes,26,17.42
5703,Software Engineer,LinkedIn,2024-05-05,Passed,Rejected,Passed,Offered,Yes,11,4.82
5704,HR Executive,Referral,2024-11-08,Rejected,Rejected,Passed,Offered,No,8,14.33
5705,Data Analyst,Referral,2024-10-07,Passed,Passed,Passed,Not Offered,Pending,33,10.55
5706,Software Engineer,Company Website,2024-10-12,Passed,Rejected,Pending,Not Offered,Pending,57,4.66
5707,Data Analyst,Company Website,2024-10-09,Rejected,Passed,Rejected,Not Offered,No,49,4.05
5708,HR Executive,Naukri,2024-05-18,Passed,Passed,Rejected,Not Offered,Pending,14,14.86
5709,Data Analyst,Campus,2024-04-10,Passed,Passed,Rejected,Not Offered,Pending,46,9.76
5710,Data Scientist,LinkedIn,2024-01-11,Passed,Passed,Pending,Offered,No,25,9.5
5711,Software Engineer,LinkedIn,2024-08-03,Passed,Rejected,Rejected,Not Offered,No,8,6.62
5712,Data Analyst,Referral,2024-01-30,Passed,Not Attended,Pending,Not Offered,Pending,28,13.24
5713,Business Analyst,LinkedIn,2024-04-03,Passed,Passed,Passed,Not Offered,Pending,25,5.52
5714,Data Analyst,Referral,2024-04-25,Rejected,Passed,Rejected,Offered,Yes,22,3.07
5715,Software Engineer,Campus,2024-09-27,Passed,Passed,Passed,Not Offered,Pending,30,3.24
5716,HR Executive,LinkedIn,2024-10-17,Passed,Rejected,Rejected,Not Offered,Pending,12,9.25
5717,HR Executive,Referral,2024-02-08,Passed,Passed,Passed,Not Offered,Pending,27,15.22
5718,Software Engineer,Campus,2024-01-24,Passed,Passed,Pending,Not Offered,No,51,13.24
5719,Data Scientist,Campus,2024-09-20,Passed,Rejected,Passed,Not Offered,Pending,13,7.26
5720,Data Scientist,Referral,2024-02-12,Rejected,Passed,Rejected,Not Offered,Pending,29,4.73
5721,HR Executive,Referral,2024-06-18,Passed,Passed,Rejected,Not Offered,Yes,40,9.15
5722,HR Executive,Naukri,2024-12-05,Passed,Passed,Passed,Not Offered,Pending,36,18.24
5723,Software Engineer,Campus,2024-06-17,Rejected,Passed,Passed,Not Offered,No,11,8.9
5724,Data Scientist,Referral,2024-10-29,Passed,Passed,Passed,Not Offered,Yes,37,5.04
5725,HR Executive,Campus,2024-01-26,Passed,Rejected,Rejected,Not Offered,Pending,35,18.15
5726,Data Scientist,LinkedIn,2024-06-28,Passed,Passed,Rejected,Offered,No,21,8.51
5727,HR Executive,Company Website,2024-05-29,Passed,Passed,Rejected,Not Offered,No,39,16.12
5728,Data Analyst,Company Website,2024-05-12,Passed,Passed,Rejected,Not Offered,No,26,7.64
5729,Business Analyst,Referral,2024-05-22,Passed,Rejected,Rejected,Not Offered,Yes,33,17.77
5730,Data Analyst,Referral,2024-06-12,Passed,Not Attended,Rejected,Not Offered,No,57,4.39
5731,HR Executive,Campus,2024-04-10,Passed,Rejected,Passed,Not Offered,No,55,7.3
5732,Business Analyst,Referral,2024-03-03,Rejected,Rejected,Rejected,Not Offered,No,22,15.37
5733,Business Analyst,Campus,2024-04-02,Passed,Rejected,Passed,Not Offered,Yes,51,9.71
5734,HR Executive,Referral,2024-07-25,Passed,Passed,Rejected,Not Offered,No,14,12.36
5735,HR Executive,Campus,2024-11-06,Passed,Passed,Pending,Offered,Pending,19,7.71
5736,Data Scientist,Referral,2024-03-12,Passed,Passed,Rejected,Offered,Pending,11,9.14
5737,HR Executive,Naukri,2024-02-29,Passed,Passed,Passed,Offered,No,42,13.31
5738,Software Engineer,Campus,2024-01-29,Passed,Passed,Passed,Not Offered,No,18,16.47
5739,HR Executive,Naukri,2024-01-19,Passed,Rejected,Passed,Not Offered,No,30,18.16
5740,Software Engineer,Naukri,2024-03-13,Passed,Passed,Rejected,Not Offered,No,22,9.1
5741,HR Executive,Naukri,2024-12-22,Passed,Not Attended,Rejected,Not Offered,Pending,22,13.72
5742,Data Scientist,Naukri,2024-09-02,Rejected,Not Attended,Passed,Not Offered,Pending,10,11.47
5743,Software Engineer,LinkedIn,2024-11-08,Passed,Not Attended,Pending,Offered,No,49,14.16
5744,Data Analyst,Company Website,2024-11-19,Rejected,Passed,Passed,Not Offered,No,47,13.57
5745,Software Engineer,LinkedIn,2024-03-27,Rejected,Not Attended,Rejected,Not Offered,Pending,29,13.54
5746,Data Scientist,Referral,2024-12-24,Rejected,Not Attended,Rejected,Not Offered,No,45,10.42
5747,Software Engineer,Referral,2024-07-01,Rejected,Not Attended,Rejected,Not Offered,No,16,7.99
5748,HR Executive,Company Website,2024-07-15,Passed,Rejected,Pending,Not Offered,Pending,55,10.16
5749,HR Executive,Company Website,2024-08-31,Passed,Rejected,Passed,Not Offered,No,34,17.23
5750,Data Scientist,Company Website,2024-11-23,Passed,Passed,Passed,Not Offered,Pending,23,8.83
5751,Business Analyst,Naukri,2024-04-27,Rejected,Passed,Pending,Not Offered,Pending,25,17.64
5752,HR Executive,LinkedIn,2024-03-22,Passed,Passed,Passed,Not Offered,Yes,20,5.83
5753,Data Analyst,Referral,2024-09-03,Passed,Not Attended,Pending,Offered,Yes,39,12.41
5754,Data Scientist,LinkedIn,2024-08-21,Passed,Passed,Passed,Offered,Pending,11,4.86
5755,Software Engineer,LinkedIn,2024-12-30,Passed,Passed,Passed,Not Offered,No,58,10.52
5756,Software Engineer,LinkedIn,2024-06-01,Passed,Not Attended,Rejected,Offered,Yes,46,19.5
5757,Data Analyst,Company Website,2024-09-28,Passed,Passed,Passed,Not Offered,Pending,23,13.65
5758,HR Executive,Company Website,2024-02-04,Rejected,Not Attended,Passed,Not Offered,No,42,3.3
5759,Data Scientist,Referral,2024-07-31,Rejected,Rejected,Pending,Not Offered,No,30,16.98
5760,Data Analyst,Referral,2024-07-29,Rejected,Passed,Passed,Not Offered,No,45,11.51
5761,HR Executive,Referral,2024-05-18,Rejected,Passed,Rejected,Offered,Pending,22,14.42
5762,Data Scientist,LinkedIn,2024-07-07,Passed,Rejected,Passed,Offered,Pending,16,13.92
5763,Software Engineer,Company Website,2024-10-26,Rejected,Not Attended,Passed,Offered,No,9,6.2
5764,Data Scientist,Naukri,2024-09-08,Passed,Not Attended,Passed,Offered,No,30,9.89
5765,Business Analyst,LinkedIn,2024-05-29,Rejected,Passed,Passed,Offered,Yes,9,6.65
5766,Data Scientist,Campus,2024-12-06,Passed,Passed,Passed,Not Offered,Pending,42,6.04
5767,Business Analyst,LinkedIn,2024-08-06,Passed,Passed,Pending,Offered,Pending,22,12.47
5768,Data Scientist,Company Website,2024-03-22,Rejected,Rejected,Rejected,Offered,No,10,6.46
5769,Business Analyst,Campus,2024-07-08,Passed,Passed,Pending,Not Offered,Pending,5,6.42
5770,Software Engineer,LinkedIn,2024-08-21,Passed,Passed,Passed,Offered,Pending,15,13.65
5771,HR Executive,Company Website,2024-06-24,Passed,Rejected,Passed,Not Offered,Pending,20,9.84
5772,Business Analyst,Company Website,2024-08-19,Passed,Passed,Rejected,Not Offered,Pending,30,6.45
5773,Business Analyst,Naukri,2024-12-23,Passed,Passed,Pending,Not Offered,Yes,43,9.52
5774,Software Engineer,LinkedIn,2024-03-03,Passed,Rejected,Passed,Offered,Pending,53,12.85
5775,Business Analyst,Company Website,2024-08-24,Passed,Rejected,Passed,Offered,Yes,22,13.18
5776,Data Analyst,Referral,2024-02-02,Passed,Passed,Passed,Not Offered,Pending,40,18.27
5777,Software Engineer,Company Website,2024-07-31,Passed,Rejected,Passed,Not Offered,Pending,41,18.81
5778,Data Analyst,Naukri,2024-02-29,Passed,Rejected,Pending,Not Offered,No,30,6.45
5779,Software Engineer,Company Website,2024-01-02,Passed,Rejected,Passed,Not Offered,Pending,37,11.34
5780,Business Analyst,LinkedIn,2024-02-26,Passed,Not Attended,Passed,Not Offered,Yes,5,10.58
5781,Data Analyst,LinkedIn,2024-10-27,Passed,Rejected,Rejected,Not Offered,Pending,31,16.04
5782,Business Analyst,Campus,2024-10-13,Passed,Rejected,Passed,Offered,Yes,41,6.28
5783,Software Engineer,LinkedIn,2024-05-17,Rejected,Rejected,Pending,Not Offered,Yes,26,6.84
5784,Business Analyst,Campus,2024-10-05,Rejected,Rejected,Pending,Not Offered,Pending,23,5.69
5785,Data Analyst,Referral,2024-08-01,Rejected,Passed,Passed,Not Offered,No,17,15.45
5786,Data Analyst,Naukri,2024-08-26,Passed,Passed,Rejected,Offered,No,41,6.87
5787,Business Analyst,Referral,2024-10-11,Passed,Rejected,Rejected,Not Offered,No,54,10.13
5788,Data Scientist,Campus,2024-01-31,Passed,Passed,Passed,Not Offered,Pending,7,7.41
5789,Software Engineer,Company Website,2024-07-24,Passed,Passed,Rejected,Not Offered,Pending,31,19.7
5790,Software Engineer,Company Website,2024-09-30,Rejected,Rejected,Rejected,Not Offered,Yes,39,14.02
5791,Business Analyst,Referral,2024-01-11,Passed,Passed,Rejected,Offered,Pending,13,7.86
5792,Data Scientist,Company Website,2024-12-24,Passed,Rejected,Pending,Not Offered,Pending,24,4.97
5793,Data Analyst,Campus,2024-02-16,Passed,Passed,Passed,Not Offered,Pending,30,10.46
5794,HR Executive,Naukri,2024-01-03,Passed,Passed,Rejected,Not Offered,Pending,50,6.08
5795,HR Executive,LinkedIn,2024-05-09,Passed,Passed,Pending,Not Offered,No,39,5.84
5796,Business Analyst,Campus,2024-03-12,Passed,Passed,Passed,Not Offered,Pending,25,8.02
5797,Data Scientist,Campus,2024-06-07,Passed,Passed,Pending,Not Offered,Pending,36,19.43
5798,Data Scientist,LinkedIn,2024-05-09,Passed,Passed,Passed,Offered,Pending,26,9.8
5799,Software Engineer,LinkedIn,2024-01-22,Passed,Passed,Pending,Not Offered,No,18,6.58
5800,Data Analyst,Naukri,2024-05-14,Rejected,Rejected,Pending,Not Offered,Yes,33,8.58
5801,Data Scientist,Naukri,2024-01-20,Rejected,Passed,Rejected,Offered,Pending,35,11.12
5802,HR Executive,Naukri,2024-08-07,Rejected,Rejected,Passed,Not Offered,Yes,21,4.22
5803,Data Analyst,Company Website,2024-11-28,Passed,Rejected,Passed,Not Offered,Yes,27,8.18
5804,Data Analyst,Campus,2024-05-09,Passed,Passed,Passed,Offered,Pending,40,5.43
5805,Business Analyst,LinkedIn,2024-02-01,Rejected,Passed,Rejected,Not Offered,No,29,4.54
5806,Data Scientist,Campus,2024-03-30,Passed,Passed,Passed,Not Offered,No,22,18.45
5807,Business Analyst,Campus,2024-09-15,Passed,Not Attended,Rejected,Not Offered,Pending,20,7.83
5808,Data Scientist,Naukri,2024-10-24,Passed,Not Attended,Passed,Not Offered,Pending,6,6.56
5809,Software Engineer,Naukri,2024-11-28,Passed,Passed,Passed,Not Offered,No,30,14.91
5810,Business Analyst,Campus,2024-09-05,Passed,Rejected,Passed,Offered,No,38,3.98
5811,Business Analyst,Naukri,2024-06-21,Rejected,Not Attended,Rejected,Not Offered,Pending,16,19.55
5812,HR Executive,Company Website,2024-12-22,Passed,Rejected,Pending,Offered,Pending,52,19.74
5813,Business Analyst,LinkedIn,2024-02-16,Passed,Passed,Passed,Not Offered,Pending,14,16.0
5814,Data Scientist,Campus,2024-07-15,Passed,Passed,Passed,Not Offered,Yes,33,19.78
5815,HR Executive,LinkedIn,2024-02-03,Passed,Passed,Pending,Not Offered,Pending,6,7.35
5816,Business Analyst,Company Website,2024-09-10,Passed,Rejected,Passed,Not Offered,No,20,7.33
5817,Business Analyst,Naukri,2024-09-04,Passed,Rejected,Pending,Not Offered,Pending,40,17.77
5818,Software Engineer,Referral,2024-02-11,Passed,Rejected,Rejected,Not Offered,Pending,46,13.33
5819,Business Analyst,Company Website,2024-10-15,Rejected,Passed,Passed,Offered,Yes,53,15.29
5820,Data Analyst,Referral,2024-05-02,Passed,Not Attended,Rejected,Offered,No,40,3.23
5821,HR Executive,LinkedIn,2024-01-27,Passed,Not Attended,Pending,Not Offered,Pending,26,10.89
5822,Data Analyst,Campus,2024-02-28,Passed,Passed,Pending,Not Offered,Pending,10,7.73
5823,HR Executive,Naukri,2024-05-26,Passed,Passed,Rejected,Not Offered,No,39,5.62
5824,Software Engineer,Company Website,2024-04-24,Passed,Rejected,Rejected,Offered,No,45,11.82
5825,Business Analyst,Naukri,2024-07-17,Passed,Passed,Passed,Not Offered,Yes,41,7.71
5826,Business Analyst,Referral,2024-05-07,Rejected,Passed,Passed,Offered,No,35,12.24
5827,Business Analyst,Referral,2024-06-01,Passed,Passed,Passed,Not Offered,Yes,45,4.33
5828,HR Executive,Campus,2024-09-27,Passed,Not Attended,Pending,Offered,Pending,49,16.56
5829,Business Analyst,Referral,2024-12-04,Passed,Not Attended,Passed,Not Offered,Pending,6,19.14
5830,Data Analyst,Campus,2024-03-23,Rejected,Passed,Passed,Offered,Pending,39,13.7
5831,Business Analyst,Company Website,2024-01-23,Passed,Not Attended,Rejected,Not Offered,Pending,32,5.43
5832,Software Engineer,Campus,2024-01-11,Passed,Rejected,Rejected,Not Offered,Pending,11,15.73
5833,Data Analyst,Referral,2024-07-05,Rejected,Passed,Passed,Offered,No,25,17.93
5834,Business Analyst,LinkedIn,2024-04-25,Passed,Not Attended,Passed,Offered,Pending,48,9.23
5835,Business Analyst,Campus,2024-06-10,Passed,Rejected,Rejected,Not Offered,No,29,11.73
5836,Data Scientist,Naukri,2024-04-12,Passed,Not Attended,Pending,Not Offered,No,22,4.08
5837,HR Executive,LinkedIn,2024-08-30,Rejected,Passed,Rejected,Not Offered,No,45,12.31
5838,Data Analyst,Campus,2024-01-07,Rejected,Rejected,Passed,Offered,Yes,49,3.81
5839,Data Scientist,Naukri,2024-12-27,Rejected,Passed,Rejected,Not Offered,No,47,8.99
5840,Software Engineer,LinkedIn,2024-06-20,Rejected,Passed,Rejected,Not Offered,Yes,17,7.73
5841,HR Executive,Campus,2024-09-12,Passed,Rejected,Passed,Offered,Yes,12,6.11
5842,Data Analyst,Company Website,2024-09-03,Passed,Not Attended,Passed,Offered,No,57,17.5
5843,Business Analyst,Naukri,2024-07-10,Passed,Rejected,Pending,Not Offered,Pending,51,13.26
5844,Data Analyst,Company Website,2024-04-23,Rejected,Passed,Rejected,Not Offered,No,18,14.53
5845,Business Analyst,Referral,2024-01-23,Passed,Passed,Passed,Not Offered,Yes,21,11.37
5846,HR Executive,Campus,2024-12-23,Rejected,Not Attended,Passed,Not Offered,No,17,15.71
5847,Business Analyst,Campus,2024-11-09,Passed,Passed,Pending,Offered,Yes,15,9.29
5848,Software Engineer,Naukri,2024-10-02,Rejected,Passed,Rejected,Not Offered,Pending,14,10.5
5849,Business Analyst,Campus,2024-05-15,Passed,Not Attended,Pending,Not Offered,Pending,21,4.41
5850,Software Engineer,Referral,2024-12-22,Rejected,Not Attended,Rejected,Not Offered,Yes,33,8.43
5851,HR Executive,Campus,2024-07-13,Passed,Rejected,Passed,Not Offered,Yes,48,4.79
5852,HR Executive,LinkedIn,2024-09-14,Passed,Passed,Pending,Not Offered,No,59,11.19
5853,Data Analyst,Company Website,2024-10-04,Passed,Passed,Passed,Not Offered,No,6,18.96
5854,Software Engineer,Referral,2024-03-10,Passed,Rejected,Passed,Offered,No,5,16.79
5855,Software Engineer,Referral,2024-12-24,Passed,Not Attended,Passed,Offered,No,51,10.43
5856,Data Scientist,Company Website,2024-12-25,Rejected,Not Attended,Passed,Offered,No,31,8.11
5857,Data Scientist,Company Website,2024-02-05,Passed,Rejected,Pending,Not Offered,Pending,23,8.6
5858,Data Scientist,Referral,2024-04-17,Passed,Not Attended,Rejected,Not Offered,Pending,22,11.04
5859,Business Analyst,Company Website,2024-01-24,Passed,Passed,Passed,Offered,Pending,39,7.13
5860,Data Scientist,Naukri,2024-05-19,Passed,Passed,Rejected,Not Offered,Pending,13,8.75
5861,Software Engineer,Company Website,2024-01-22,Rejected,Passed,Rejected,Not Offered,Yes,29,11.37
5862,Business Analyst,LinkedIn,2024-12-04,Rejected,Not Attended,Pending,Not Offered,Yes,26,17.3
5863,HR Executive,LinkedIn,2024-11-24,Rejected,Passed,Pending,Not Offered,No,17,4.62
5864,Data Analyst,Naukri,2024-07-22,Passed,Passed,Passed,Offered,Pending,47,9.88
5865,Data Scientist,Company Website,2024-08-11,Passed,Not Attended,Pending,Not Offered,Pending,33,6.24
5866,HR Executive,LinkedIn,2024-08-10,Passed,Passed,Passed,Offered,No,55,13.83
5867,Software Engineer,Campus,2024-03-21,Passed,Passed,Passed,Not Offered,Yes,26,12.7
5868,Data Analyst,Company Website,2024-11-25,Rejected,Rejected,Passed,Not Offered,Pending,20,12.81
5869,HR Executive,Naukri,2024-07-09,Passed,Rejected,Passed,Not Offered,No,23,12.06
5870,Data Analyst,Company Website,2024-10-12,Passed,Passed,Pending,Offered,Pending,12,15.47
5871,Data Scientist,Referral,2024-05-26,Rejected,Not Attended,Rejected,Not Offered,No,16,5.62
5872,Software Engineer,Referral,2024-10-08,Passed,Passed,Rejected,Not Offered,Yes,57,6.16
5873,Data Analyst,LinkedIn,2024-01-11,Passed,Not Attended,Pending,Not Offered,Pending,6,15.05
5874,HR Executive,Referral,2024-10-02,Rejected,Rejected,Passed,Not Offered,No,9,5.24
5875,Data Scientist,Naukri,2024-02-25,Passed,Passed,Passed,Offered,No,18,15.36
5876,Data Scientist,LinkedIn,2024-06-21,Rejected,Not Attended,Rejected,Offered,Pending,20,5.8
5877,HR Executive,Naukri,2024-10-29,Passed,Passed,Pending,Not Offered,Yes,55,19.86
5878,HR Executive,Naukri,2024-07-22,Passed,Passed,Pending,Not Offered,No,38,3.77
5879,Data Analyst,Referral,2024-12-10,Passed,Not Attended,Passed,Offered,No,46,16.2
5880,Business Analyst,Referral,2024-09-04,Passed,Passed,Pending,Not Offered,Yes,14,6.94
5881,Data Scientist,Naukri,2024-11-09,Passed,Passed,Pending,Not Offered,Yes,12,8.5
5882,Data Analyst,Referral,2024-09-22,Passed,Passed,Passed,Not Offered,Yes,48,18.5
5883,HR Executive,Referral,2024-01-22,Passed,Passed,Rejected,Offered,No,29,8.21
5884,Data Analyst,Referral,2024-11-22,Passed,Not Attended,Passed,Not Offered,No,55,9.41
5885,HR Executive,Company Website,2024-01-24,Passed,Not Attended,Rejected,Not Offered,Pending,31,6.1
5886,Software Engineer,Naukri,2024-07-12,Passed,Passed,Pending,Not Offered,No,14,4.31
5887,HR Executive,Campus,2024-04-05,Rejected,Passed,Pending,Not Offered,Pending,40,4.84
5888,HR Executive,Naukri,2024-09-19,Rejected,Rejected,Rejected,Offered,No,43,13.09
5889,HR Executive,LinkedIn,2024-03-12,Passed,Passed,Pending,Not Offered,Yes,11,3.8
5890,Business Analyst,Referral,2024-08-30,Passed,Passed,Passed,Not Offered,No,19,6.84
5891,HR Executive,Referral,2024-02-07,Passed,Passed,Passed,Not Offered,Pending,54,9.69
5892,Data Scientist,Campus,2024-03-29,Passed,Passed,Passed,Not Offered,Yes,17,4.84
5893,Data Scientist,LinkedIn,2024-01-28,Passed,Rejected,Pending,Not Offered,No,37,15.72
5894,Data Analyst,Company Website,2024-04-01,Passed,Not Attended,Pending,Offered,Yes,39,19.52
5895,Business Analyst,Naukri,2024-02-23,Passed,Rejected,Rejected,Offered,Pending,6,18.21
5896,Data Analyst,Company Website,2024-06-07,Passed,Rejected,Pending,Not Offered,Pending,44,19.21
5897,Data Scientist,LinkedIn,2024-08-15,Rejected,Passed,Pending,Not Offered,No,15,12.26
5898,Data Scientist,Campus,2024-02-10,Passed,Not Attended,Rejected,Offered,No,25,5.52
5899,Software Engineer,LinkedIn,2024-02-06,Passed,Not Attended,Rejected,Offered,No,18,14.34
5900,HR Executive,Campus,2024-05-04,Rejected,Not Attended,Pending,Not Offered,Pending,29,4.01
5901,Data Scientist,Company Website,2024-06-27,Rejected,Passed,Passed,Not Offered,Pending,27,11.09
5902,Data Analyst,Company Website,2024-11-27,Passed,Rejected,Passed,Offered,Yes,48,16.42
5903,Data Analyst,LinkedIn,2024-02-06,Rejected,Rejected,Passed,Not Offered,Yes,5,17.53
5904,HR Executive,LinkedIn,2024-04-10,Passed,Passed,Pending,Not Offered,No,10,8.02
5905,HR Executive,Referral,2024-01-31,Passed,Not Attended,Pending,Not Offered,Pending,40,6.77
5906,Software Engineer,Campus,2024-07-08,Passed,Passed,Passed,Not Offered,No,53,14.72
5907,Business Analyst,Referral,2024-05-25,Rejected,Passed,Pending,Not Offered,Pending,22,5.36
5908,Data Analyst,Naukri,2024-03-30,Passed,Passed,Rejected,Not Offered,No,53,19.9
5909,HR Executive,Naukri,2024-01-06,Passed,Passed,Rejected,Not Offered,No,46,8.65
5910,Data Analyst,LinkedIn,2024-05-18,Passed,Not Attended,Pending,Offered,No,41,15.74
5911,HR Executive,Company Website,2024-04-04,Passed,Passed,Rejected,Offered,Pending,9,15.33
5912,Data Scientist,Naukri,2024-04-28,Passed,Passed,Rejected,Offered,No,56,8.27
5913,Data Analyst,Naukri,2024-04-29,Passed,Rejected,Passed,Not Offered,Pending,5,9.57
5914,Data Scientist,Referral,2024-05-02,Passed,Passed,Passed,Not Offered,Yes,34,17.31
5915,Data Analyst,Referral,2024-10-11,Passed,Rejected,Rejected,Offered,Yes,5,6.88
5916,Business Analyst,Naukri,2024-06-27,Passed,Rejected,Passed,Not Offered,Pending,52,4.02
5917,Software Engineer,LinkedIn,2024-11-20,Rejected,Passed,Pending,Not Offered,Pending,18,5.5
5918,Data Scientist,Referral,2024-01-07,Passed,Not Attended,Rejected,Not Offered,Pending,32,14.63
